split,sequence,frame,person_index,person_id,person_id_valid,num_keys,keys,bbox_valid,bbox_source,bbox_area_pixels,has_j2d_visibility,j2d_source,visible_joints,total_joints,filter_reason_default,filter_reason_require_j2d
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0035,3,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0035,4,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0035,5,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0035,6,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0035,7,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0035,8,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0040,0,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0040,1,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0040,2,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0040,3,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0040,4,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0040,5,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0040,6,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0040,7,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0040,8,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0045,0,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0045,1,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0045,2,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0045,3,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0045,4,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0045,5,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0045,6,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0045,7,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0045,8,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0050,0,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0050,1,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0050,2,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0050,3,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0050,4,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0050,5,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0050,6,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0050,7,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0050,8,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0055,0,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0055,1,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0055,2,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0055,3,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0055,4,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0055,5,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0055,6,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0055,7,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0055,8,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0060,0,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0060,1,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0060,2,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0060,3,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0060,4,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0060,5,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0060,6,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0060,7,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0060,8,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0065,0,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0065,1,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0065,2,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0065,3,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0065,4,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0065,5,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0065,6,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0065,7,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0065,8,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0070,0,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0070,1,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0070,2,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0070,3,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0070,4,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0070,5,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0070,6,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0070,7,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0070,8,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0075,0,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0075,1,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0075,2,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0075,3,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0075,4,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0075,5,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0075,6,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0075,7,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
Training,20221013_3-10_500_batch01hand_static_highSchoolGym_seq_000005,seq_000005_0075,8,-1,0,10,"smplx_body_pose,smplx_gender,smplx_jaw_pose,smplx_left_hand_pose,smplx_leye_pose,smplx_reye_pose,smplx_right_hand_pose,smplx_root_pose,smplx_shape,smplx_transl",0,missing,0.0,0,missing,0,0,missing_box,missing_box
